tool|type|value|source
LIWC|creator|LIWC Inc.|TERESAH
LIWC|operating-system|osX|TERESAH
LIWC|keyword|Paid|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Active development|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Advanced|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|analysis|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|license|Apache|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|description|Apache Lucene is a high-performance, full-featured text search engine library written entirely in Java. It is a technology suitable for nearly any application that requires full-text search, especially cross-platform.|ArtsHumanities
Mac OS X 10.7+, Mac iOS 4.0+|description|Apache Lucene is indexing and search software. It is particularly suitable for indexing text in a variety of file formats. It can also carry out other text analysis functions. Lucene is often used in conjunction with other, closely-related Apache things such as the open-source Solr search server, Hadoop and Mahout.|HistoryOnline
Mac OS X 10.7+, Mac iOS 4.0+|keyword|C|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|C#|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Cataloguing and indexing|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|operating-system|Cross-platform|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|cross-platform|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Delphi|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|standard|DOC|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|creator|Doug Cutting|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|full-text search|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|standard|HTML|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Indexing|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Java|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|standard|ODF|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Offline|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|standard|PDF|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Perl|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|PHP|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Python|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Ruby|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|keyword|Single purpose|TERESAH
Mac OS X 10.7+, Mac iOS 4.0+|application-category|4_Analysis|TERESAH
MacSpeech Scribe|url|http://www.nuance.com/for-individuals/by-product/dragon-for-mac/index.htm|TERESAH
MacSpeech Scribe|description|MacSpeech Scribe is a transcription software that allows you to create your own personal transcriptions, and supports a wide variety of audio file formats.|BambooDirt
MacSpeech Scribe|creator|Nuance Communications Inc.|TERESAH
MacSpeech Scribe|operating-system|osX|TERESAH
MacSpeech Scribe|keyword|Paid|TERESAH
MacSpeech Scribe|application-category|Transcription|TERESAH
MacSpeech Scribe|keyword|transcription|TERESAH
Madison Digital Image Database (MDID)|license|GNU GPL|TERESAH
Madison Digital Image Database (MDID)|url|http://sites.jmu.edu/mdidhelp/|TERESAH
Madison Digital Image Database (MDID)|application-category|Gathering|TERESAH
Madison Digital Image Database (MDID)|keyword|images|TERESAH
Madison Digital Image Database (MDID)|creator|James Madison University|TERESAH
Madison Digital Image Database (MDID)|operating-system|Linux|TERESAH
Madison Digital Image Database (MDID)|description|MDID is software for teaching and learning with digital images with tools for discovering, aggregating, and presenting digital media in a variety of learning spaces.|BambooDirt
ManagedQ|creator|David Stat|TERESAH
ManagedQ|url|http://managedq.com/|TERESAH
ManagedQ|description|ManagedQ is a search engine that classifies results into three categories (person, place, thing) and displays the results on a grid.|BambooDirt
ManagedQ|operating-system|Web|TERESAH
ManagedQ|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
ManagedQ|keyword|visualization|TERESAH
Many Eyes |keyword|Active development|TERESAH
Many Eyes |keyword|Beginner|TERESAH
Many Eyes |description|"Many Eyes is an IBM project described as an ""experiment"". Registered users can upload a dataset and then choose a visualisation from the following categories: ""Analyze a text"" (Word Tree, Tag Cloud, Phrase Net, Word Cloud Generator); ""Compare a set of values"" (Bar Chart, Block Histogram, Bubble Chart); ""See relationships among values"" (Scatterplot, Matrix Chart, Network Diagram); ""See the parts of a whole"" (Pie Chart, Tree Map, Tree Map for Comparisons); ""See the world"" (country maps, supporting 14 countries and more fine-grained US maps at present); ""Track rises and falls over time"" (Line Graph, Stack Graph, Stack Graph for Categories). Visualisations, which must be shared openly, can be organised into topics. A live version of a visualisation can be embedded into a website."|HistoryOnline
Many Eyes |keyword|Online|TERESAH
Many Eyes |keyword|Single purpose|TERESAH
Many Eyes |application-category|Visualization|TERESAH
MapHub|keyword|Active|TERESAH
MapHub|creator|Cornell Information Science|TERESAH
MapHub|keyword|geography|TERESAH
MapHub|url|http://maphub.github.io/|TERESAH
MapHub|description|Maphub in an online application for exploring and annotating digitized, high-resolution historic maps. All user-contributed annotations are shared via the Maphub Open Annotation API.|BambooDirt
MapHub|is-used-for|Mapping|TERESAH
MapHub|operating-system|Web|TERESAH
Mapstraction|license|BSD|TERESAH
Mapstraction|url|http://mapstraction.com/|TERESAH
Mapstraction|keyword|library|TERESAH
Mapstraction|is-used-for|Mapping|TERESAH
Mapstraction|description|Mapstraction is a Javascript mapping abstraction library that supports all major mapping providers, dynamic provider switching, image overlay and base tiles, Point, Line, Polygon, GeoRSS, KML support.|BambooDirt
Mapstraction|operating-system|Web|TERESAH
Marble|description|A virtual globe and world atlas with which you can pan and zoom around locations and look up places and streets. It is also possible to measure distances, watch the current cloud cover, and change the dates and times to track changes. Types of maps include: topographic, satellite view, and street map. Marble can be embedded as a widget. It can import data from a variety of other data sources, such as KML, GPX and free map sources such as OpenStreetMap.|HistoryOnline
Marble|keyword|Active development|TERESAH
Marble|keyword|Beginner|TERESAH
Marble|keyword|Both|TERESAH
Marble|keyword|Single purpose|TERESAH
Marble|application-category|Visualization|TERESAH
Markdown|license|BSD|TERESAH
Markdown|url|http://daringfireball.net/projects/markdown/|TERESAH
Markdown|creator|John Gruber|TERESAH
Markdown|operating-system|Linux|TERESAH
Markdown|description|Markdown is a text-to-HTML conversion tool for web writers. Markdown allows you to write using an easy-to-read, easy-to-write plain text format, then convert it to structurally valid XHTML (or HTML).|BambooDirt
Markdown|application-category|Writing|TERESAH
Matlab|application-category|4_Analysis|TERESAH
Matlab|url|http://www.mathworks.com/products/matlab/|TERESAH
Matlab|operating-system|Linux|TERESAH
Matlab|creator|MathWorks|TERESAH
Matlab|description|MATLAB allows matrix manipulations, plotting of functions and data, implementation of algorithms, creation of user interfaces, and interfacing with programs written in other languages, including C, C++, Java, and Fortran.|BambooDirt
Matlab|keyword|Paid|TERESAH
Matlab|keyword|visualization|TERESAH
MAXQDA|application-category|4_Analysis|TERESAH
MAXQDA|url|http://www.maxqda.com/|TERESAH
MAXQDA|description|MAXQDA is a tool for qualitative data analysis, evaluation, and text analysis.|BambooDirt
MAXQDA|keyword|Paid|TERESAH
MAXQDA|license|Proprietary|TERESAH
MAXQDA|keyword|sentiment analysis|TERESAH
MAXQDA|operating-system|Windows|TERESAH
MDB Tool|keyword|Active|TERESAH
MDB Tool|application-category|Conversion|TERESAH
MDB Tool|keyword|data conversion|TERESAH
MDB Tool|url|https://itunes.apple.com/us/app/mdb-tool-for-microsoft-access/id513995545?mt=12|TERESAH
MDB Tool|creator|nSoft Development|TERESAH
MDB Tool|operating-system|osX|TERESAH
MDB Tool|keyword|Paid|TERESAH
MDB Tool|description|This very useful tool for OSX users allows you to open, browse and convert Microsoft Access databases into SQL and CSV formats.|BambooDirt
Meaki|keyword|Active|TERESAH
Meaki|application-category|Gathering|TERESAH
Meaki|application-category|Meta: Give Overview|TERESAH
Meaki|url|http://www.meaki.com|TERESAH
Meaki|description|"Meaki allows you to clip, organize and share the beautiful and interesting web pages you find surfing the web into a visually engaging Clipset.
You can discover new things as you browse Clipsets created by other people.
You can be surprised and inspired by the Clipsets created by people who share your interests.
And you can save time finding things on the web by searching for Clipsets created by people who have searched before you.
People use Clipsets to share the most interesting places on the web.
Meaki.  Find it. Clip it. Keep it. Share it."|BambooDirt
Meaki|creator|Meaki LLC|TERESAH
Meaki|keyword|organize|TERESAH
Meaki|operating-system|Web|TERESAH
Melita|keyword|adaptive information extraction|TERESAH
Melita|keyword|analysis|TERESAH
Melita|operating-system|Cross-platform|TERESAH
Melita|keyword|DAML+OIL|TERESAH
Melita|creator|Department of Computer Science, University of Sheffield|TERESAH
Melita|description|Melita is a text annotation tool that uses Adaptive Information Extraction to identify text of relevance to user-defined scenarios. In the initial stages of use the user trains the tool to annotate sections of text, which are recorded as a set of rules. The rules may be revised and refined over time to improve accuracy and subsequently applied to similar texts.  The application is now discontinued and has been replaced by AKTive Media.|ArtsHumanities
Melita|standard|RDF|TERESAH
Melita|keyword|text analysis|TERESAH
Melita|keyword|Text annotation|TERESAH
Melita|license|Unknown|TERESAH
Melita|keyword|XI|TERESAH
Melita|standard|XML|TERESAH
Mellel|url|http://www.redlers.com/mellel.html|TERESAH
Mellel|description|Mellel is a word processor for the Mac OS. Use Mellel for writing and designing documents.|BambooDirt
Mellel|operating-system|osX|TERESAH
Mellel|keyword|Paid|TERESAH
Mellel|creator|RedleX|TERESAH
Mellel|application-category|Writing|TERESAH
Mellel|keyword|writing|TERESAH
Mercury Amira|keyword|2d graphic design|TERESAH
Mercury Amira|keyword|2d illustration|TERESAH
Mercury Amira|keyword|2d imaging|TERESAH
Mercury Amira|keyword|2d modelling - raster|TERESAH
Mercury Amira|keyword|2d modelling - vector|TERESAH
Mercury Amira|keyword|2d scanning and photography|TERESAH
Mercury Amira|keyword|3d data capture|TERESAH
Mercury Amira|keyword|3d graphic design|TERESAH
Mercury Amira|keyword|3d imaging|TERESAH
Mercury Amira|keyword|3d modelling - interactive|TERESAH
Mercury Amira|keyword|3d modelling - vector|TERESAH
Mercury Amira|keyword|3d scanning|TERESAH
Mercury Amira|keyword|analysis|TERESAH
Mercury Amira|keyword|C++|TERESAH
Mercury Amira|license|commercial|TERESAH
Mercury Amira|operating-system|Cross-platform|TERESAH
Mercury Amira|keyword|Geophysical survey|TERESAH
Mercury Amira|keyword|Geo-referencing and projection|TERESAH
Mercury Amira|keyword|GPS and total station surveys|TERESAH
Mercury Amira|url|http://www.vsg3d.com/amira/overview|TERESAH
Mercury Amira|keyword|Image manipulation|TERESAH
Mercury Amira|operating-system|Linux|TERESAH
Mercury Amira|description|Mercury Amira is a multifaceted tool that allows for integration, manipulation, and visualisation of large sets of data. Automatic and interactive segmentation tools support processing of 3D image data.|ArtsHumanities
Mercury Amira|description|"Mercury Amira is a multifaceted tool that allows for integration, manipulation, and visualisation of large sets of data. Automatic and interactive segmentation tools support processing of 3D image data.
Features:
One platform for visualizing, analyzing and presenting

Very large data sets are easily accessible with specific readers

C++ coding wizard for technical extension and customization"|BambooDirt
Mercury Amira|creator|Mercury Software Systems|TERESAH
Mercury Amira|keyword|Paid|TERESAH
Mercury Amira|license|Proprietary|TERESAH
Mercury Amira|application-category|Publishing|TERESAH
Mercury Amira|keyword|structuring|TERESAH
Mercury Amira|keyword|Virtual world modelling|TERESAH
Mercury Amira|creator|Visage Imaging GmbH|TERESAH
Mercury Amira|keyword|Visualisation|TERESAH
Mercury Amira|application-category|Visualization|TERESAH
Mercury Amira|keyword|visualization|TERESAH
METS Page Turner|url|http://dlib.nyu.edu/metstools/metssearch/|TERESAH
METS Page Turner|keyword|image galleries|TERESAH
METS Page Turner|creator|NYU Digital Library|TERESAH
METS Page Turner|description|This is a frames-based page turner servlet with search functionality using XPATH.|BambooDirt
METS Page Turner|operating-system|Web|TERESAH
METS Page Turner|application-category|Web development|TERESAH
MicrOsiris|keyword|analysis|TERESAH
MicrOsiris|application-category|4_Analysis|TERESAH
MicrOsiris|url|http://www.microsiris.com/MicrOsiris.htm|TERESAH
MicrOsiris|description|MicrOsiris is a statistical and data management package that can accept data from Excel.|BambooDirt
MicrOsiris|creator|Van Eck Computer Consulting|TERESAH
MicrOsiris|operating-system|Windows|TERESAH
Miiget|keyword|Active|TERESAH
Miiget|url|http://labs.exalead.com/project/miiget|TERESAH
Miiget|description|Miiget allows you to search for famous people and connect them to other celebrities pertaining to more or less the same sphere. Miiget displays the results in a circular cluster of windows centered around the main query.|BambooDirt
Miiget|operating-system|Web|TERESAH
Miiget|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
Miiget|keyword|visualization|TERESAH
MindJet MindManager|is-used-for|Brainstorming|TERESAH
MindJet MindManager|url|http://www.mindjet.com/mindmanager/|TERESAH
MindJet MindManager|keyword|mind mapping|TERESAH
MindJet MindManager|description|MindJet MindManager is visual brainstorming software for Windows.|BambooDirt
MindJet MindManager|keyword|Paid|TERESAH
MindJet MindManager|operating-system|Windows|TERESAH
MindMeister|is-used-for|Brainstorming|TERESAH
MindMeister|url|http://www.mindmeister.com/|TERESAH
MindMeister|description|online brainstorming and mind mapping tool|BambooDirt
MindMeister|operating-system|Web|TERESAH
Minitab|keyword|Active|TERESAH
Minitab|keyword|charts|TERESAH
Minitab|application-category|4_Analysis|TERESAH
Minitab|url|http://www.minitab.com/en-US/products/minitab/|TERESAH
Minitab|description|Minitab provides tools for statistical analysis and visualization.|BambooDirt
Minitab|keyword|Paid|TERESAH
Minitab|operating-system|Windows|TERESAH
Mnemomap|url|http://www.mnemo.org/|TERESAH
Mnemomap|description|"Mnemomap is a flash interactive search engine that generates a visual ""Atomic-Tree"", sends your queries to a  Query List, and delivers the search results. The Atomic-Tree allows you to improve your query mid-search. The Query List allows you to customize your search query."|BambooDirt
Mnemomap|operating-system|Web|TERESAH
Mnemomap|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
Mnemomap|keyword|visualization|TERESAH
MONK|keyword|analysis|TERESAH
MONK|creator|Andrew W. Mellon Foundation, University of Alberta & University of Illinois at Urbana-Champaign|TERESAH
MONK|keyword|Coding and standardisation|TERESAH
MONK|keyword|creation|TERESAH
MONK|operating-system|Cross-platform|TERESAH
MONK|keyword|humanities|TERESAH
MONK|license|MONK|TERESAH
MONK|description|MONK (Metadata Offer New Knowledge) is an online toolset created to assist humanities researchers with the discovery and analysis of patterns within a textual resource. It supports micro analyses of the verbal texture of an individual text and macro analyses of hundreds or thousands of text objects. Each text is converted to an TEI compliant schema using Abbot, normalised using Morphadorner with tokenization, sentence boundaries, standard spellings, parts of speech and lemmata and finally ingested using a Prior tool into a database that provides Java access methods for data extraction.MONK is currently available in two variations: the first contains resources obtained from EEBO, ECCO and ProQuest 19th-Century Fiction and is available to faculty, staff, and students at CIC (Big Ten) universities only, while the second contains American literature only and is available to the wider public.|ArtsHumanities
MONK|keyword|TEI Analytics|TERESAH
MONK|keyword|text analysis|TERESAH
MONK|keyword|text clustering|TERESAH
MONK|keyword|text-mining|TERESAH
MONK Project|url|http://www.monkproject.org/|TERESAH
MONK Project|description|MONK is a digital environment designed to help humanities scholars discover and analyze patterns in the texts they study.|BambooDirt
MONK Project|application-category|4_Analysis|TERESAH
MONK Project|creator|University of Illinois|TERESAH
MONK Project|operating-system|Web|TERESAH
MONK workbench|url|https://monk.library.illinois.edu/cic/public/|TERESAH
MONK workbench|keyword|MONK Project|TERESAH
MONK workbench|description|"The MONK workbench provides 525 works of American literature from the 18th and 19th centuries, and 37 plays and 5 works of poetry by William Shakespeare, along with tools to enable literary research through the discovery, exploration, and visualization of patterns.
Users affiliated with CIC (Big Ten) schools can access a larger data set that includes about a thousand works of British literature from the 16th through the 19th century, provided by The Text Creation Partnership (EEBO and ECCO) and ProQuest (Chadwyck-Healey Nineteenth-Century Fiction)."|BambooDirt
MONK workbench|creator|University of Illinois|TERESAH
MONK workbench|operating-system|Web|TERESAH
MONK workbench|application-category|Visualization|TERESAH
MONK workbench|keyword|work space|TERESAH
MonoConc|url|http://www.athel.com/mono.html|TERESAH
MonoConc|description|http://www.athel.com/mono.html|BambooDirt
MonoConc|keyword|Paid|TERESAH
MonoConc|is-used-for|Searching|TERESAH
MonoConc|keyword|text searching|TERESAH
MonoConc|operating-system|Windows|TERESAH
myPeers|creator|codingseed|TERESAH
myPeers|url|http://codingseed.com/|TERESAH
myPeers|operating-system|Mac OS X 10.5.8 (Leopard) or later|TERESAH
myPeers|description|myPeers is a scholars social network that allows you follow your peers' research, get notified when their papers are published, and have access to their published work.|BambooDirt
myPeers|operating-system|osX|TERESAH
myPeers|application-category|Collaboration|TERESAH
myPeers|application-category|Communicating|TERESAH
myPeers|keyword|social networking|TERESAH
nanoc|keyword|Active|TERESAH
nanoc|creator|Denis Defreyne|TERESAH
nanoc|keyword|http://nanoc.stoneship.org/docs/|TERESAH
nanoc|url|http://nanoc.ws/|TERESAH
nanoc|license|MIT License|TERESAH
nanoc|description|nanoc is a tool that runs on your local computer and compiles documents written in formats such as Markdown, Textile, Haml… into a static web site consisting of simple HTML files, ready for uploading to any web server.|BambooDirt
nanoc|operating-system|osX|TERESAH
nanoc|keyword|Ruby|TERESAH
Nature mobile|url|http://www.nature.com/mobile/|TERESAH
Nature mobile|operating-system|iOS|TERESAH
Nature mobile|operating-system|iOS 4.2+|TERESAH
Nature mobile|operating-system|iPhone Touch|TERESAH
Nature mobile|creator|Nature Publishing Group|TERESAH
Nature mobile|description|Nature.com reader apps allow you to read scientific content on the iPhone, iPad, or iPod Touch. You may browse news and free open access content, save material to read for later, save searches, and access the articles' references.|BambooDirt
Nature mobile|application-category|Discovering|TERESAH
Navicat for MySQL|keyword|Active|TERESAH
Navicat for MySQL|application-category|Conversion|TERESAH
Navicat for MySQL|url|http://navicat.com/|TERESAH
Navicat for MySQL|operating-system|Linux|TERESAH
Navicat for MySQL|description|Navicat for MySQL is an interface for working with MySQL databases, including importing data from CSV or Excel, exporting, reporting, querying, etc.|BambooDirt
Navicat for MySQL|keyword|Paid|TERESAH
NB|keyword|Active|TERESAH
NB|application-category|Meta: Teaching / Learning|TERESAH
NB|creator|Haystack|TERESAH
NB|url|http://nb.mit.edu/|TERESAH
NB|license|MIT License|TERESAH
NB|description|NB is designed for faculty and students to collaboratively annotate PDFs in an online environment. The faculty member can upload course material (e.g. readings), and make it available to their students. Students can then create public and private annotations on those PDFs. NB includes a feature for faculty and (optionally) students to download the resulting fully-annotated PDFs.|BambooDirt
NB|operating-system|Web|TERESAH
Netvibes|keyword|analysis|TERESAH
Netvibes|operating-system|Android|TERESAH
Netvibes|url|http://www.netvibes.com/|TERESAH
Netvibes|description|Netvibes offers a free personal web dashboard for following feeds, friends and using the provided apps. A premium account includes functionality for analytics, tagging, curation, alerts, sentiment analysis, and search.|BambooDirt
Netvibes|keyword|Paid|TERESAH
Netvibes|application-category|Communicating|TERESAH
Netvibes|application-category|Collaboration|TERESAH
NewRadial (INKE)|keyword|Active|TERESAH
NewRadial (INKE)|license|GNU GPL (v3)|TERESAH
NewRadial (INKE)|url|http://inke.acadiau.ca/newradial/|TERESAH
NewRadial (INKE)|keyword|INKE|TERESAH
NewRadial (INKE)|creator|INKE Modelling and Prototyping Team|TERESAH
NewRadial (INKE)|description|"NewRadial is an interactive visualization environment that uses an adapter system to display and combine content from remotely-served or locally situated databases.  Although initially designed for use with image-based databases, NewRadial�s capabilities have been extended to handle the manipulation and annotation, in a visual field, of text-based databases.  This  adaptive ability makes it ideal for use with literary works, and �given its web-based functionality--ideal for collecting, associating and displaying independent databases together in the same visual field for use by a particular knowledge community.
The NewRadial prototype encourages three types of work:
1.	 A simple search, sorting and manipulation of database objects in a visual field for the purposes of early scholarly inquiry and curiosity-based research
2.	Initial, raw and in-process commentary on connections and associations between database objects.  Within the database�s visual field, scholars can add comments on such correlations, thus starting conversations, discussions and debates relating to such ideas.  These discussions are hosted and archived by the NewRadial server.
3.	Larger edition projects in which a community is able to centralize and sort specific selections from a larger database.  NewRadial can be used to construct these curated environments, browse such environments, and (if desired) encourage secondary scholarship to proliferate in and around such projects.
Source code: http://sourceforge.net/projects/newradial-inke/"|BambooDirt
NewRadial (INKE)|operating-system|Web|TERESAH
NewRadial (INKE)|application-category|Visualization|TERESAH
Ning|keyword|collaboration|TERESAH
Ning|creator|Glam Media Technologies|TERESAH
Ning|url|http://www.ning.com/|TERESAH
Ning|description|Ning is a social website that brings together people in various realms, including education, social service work, tools, and music.|BambooDirt
Ning|keyword|Paid|TERESAH
Ning|application-category|Communicating|TERESAH
Ning|application-category|Collaboration|TERESAH
Ning|operating-system|Web|TERESAH
NodeXL|keyword|Active development|TERESAH
NodeXL|keyword|Intermediate|TERESAH
NodeXL|description|"NodeXL is a template for Microsoft Excel. It allows users to import a 'network edge list' into Excel and then convert that list into a network diagram. In network theory an edge is a connection between two nodes: in concrete terms, the road network in the UK might consist of the nodes London and Leeds, connected by the edge known as the M1 motorway. The network, and its edges, can be anything the researcher classifies as a network; NodeXL will allow them to visualise this network. Note that NodeXL will not work with versions of MS Excel earlier than 2007."|HistoryOnline
NodeXL|keyword|Offline|TERESAH
NodeXL|keyword|Single purpose|TERESAH
NodeXL|application-category|Visualization|TERESAH
NodeXL Network Graphs|keyword|Beta|TERESAH
NodeXL Network Graphs|keyword|Excel|TERESAH
NodeXL Network Graphs|description|"From the website: NodeXL is a free, open-source template for Microsoft Excel 2007 and 2010 that makes it easy to explore network graphs.  With NodeXL, you can enter a network edge list in a worksheet, click a button and see your graph, all in the familiar environment of the Excel window. (http://nodexl.codeplex.com/)
The book Analyzing Social Media Networks with NodeXL: Insights from a Connected World is the most comprehensive source on NodeXL. Accompanying slides and datasets are available on the NodeXL Teaching Resources page. (http://nodexl.codeplex.com/documentation)"|BambooDirt
NodeXL Network Graphs|url|http://nodexl.codeplex.com/|TERESAH
NodeXL Network Graphs|license|Microsoft Public License (Ms-PL)|TERESAH
NodeXL Network Graphs|creator|Social Media Research Foundation|TERESAH
NodeXL Network Graphs|keyword|social network analysis|TERESAH
NodeXL Network Graphs|operating-system|Windows|TERESAH
NodeXL Network Graphs|application-category|Visualization|TERESAH
NoodleTools|keyword|data collection|TERESAH
NoodleTools|url|http://www.noodletools.com/|TERESAH
NoodleTools|description|MLA, APA, Chicago / Turabian and most-common Bluebook forms as an integrated citing and note-taking platform for individual or group projects.  Prompts for analysis of source types and is unique in offering teaching support and personal help on any citation.  Instructor / librarian view allows teacher to comment on work-in-progress providing just-in-time feedback in-context. Archives copies of web pages and pdfs which can be annotated.  Dashboard provides long-term access to a portfolio of work.|BambooDirt
NoodleTools|creator|NoodleTools|TERESAH
NoodleTools|keyword|Paid|TERESAH
NoodleTools|operating-system|Web|TERESAH
NoodleTools|application-category|Writing|TERESAH
Notational Velocity|application-category|Annotating|TERESAH
Notational Velocity|license|GNU GPL v3|TERESAH
Notational Velocity|url|http://notational.net/|TERESAH
Notational Velocity|description|Notational Velocity is open-source software that allows you to search across thousands of notes. You may create a new note or view or edit an existing note.|BambooDirt
Notational Velocity|keyword|notetaking|TERESAH
Notational Velocity|operating-system|osX|TERESAH
NoteBook|creator|Circus Ponies|TERESAH
NoteBook|url|http://www.circusponies.com/store?main_page=notebook&sub=organize|TERESAH
NoteBook|operating-system|iOS|TERESAH
NoteBook|operating-system|iPad|TERESAH
NoteBook|description|NoteBook is an application that offers a notebook-like interface for organizing digital information. Technical features include the ability to take notes and edit, add sticky notes, copy/paste information, diagram and sketch, annotate, import/export files, and more.|BambooDirt
NoteBook|application-category|Organizing|TERESAH
NoteBook|keyword|Paid|TERESAH
Noter|url|http://dbelement.com/apps/noter.php|TERESAH
Noter|creator|LLC|TERESAH
Noter|description|Noter is a to-do list application for the iPhone, iPad, or iPod Touch. You may open up Noter on your iPhone or sync with your computer.|BambooDirt
Noter|keyword|organization|TERESAH
Noter|keyword|Paid|TERESAH
Noter|keyword|Safari|TERESAH
Noter|application-category|1_Capture|TERESAH
NovaMind|is-used-for|Brainstorming|TERESAH
NovaMind|url|http://www.novamind.com/|TERESAH
NovaMind|keyword|mind mapping|TERESAH
NovaMind|description|NovaMind is mind mapping software.|BambooDirt
NovaMind|operating-system|osX|TERESAH
NovaMind|keyword|Paid|TERESAH
NVivo|description|A software application that may be used to perform qualitative analysis upon varying types of unstructured and semi-structured data. NVivo enables users to combine and analyse disparate information content, identifying relationships or trends that may not be immediately obvious when handling each item individually. It is used in a variety of academic fields to perform  network and organizational analysis, action or evidence-based research, discourse analysis, grounded theory, conversation analysis, ethnography, literature reviews, phenomenology and mixed methods research.|ArtsHumanities
NVivo|keyword|Active development|TERESAH
NVivo|keyword|analysis|TERESAH
NVivo|keyword|Beginner|TERESAH
NVivo|keyword|Bitmap (BMP)|TERESAH
NVivo|keyword|Both|TERESAH
NVivo|keyword|Coding and standardisation|TERESAH
NVivo|license|commercial|TERESAH
NVivo|keyword|conversation analysis|TERESAH
NVivo|keyword|Data modelling|TERESAH
NVivo|keyword|discourse analysis|TERESAH
NVivo|keyword|ethnography|TERESAH
NVivo|keyword|evidence-based research|TERESAH
NVivo|keyword|from 370, depending on licence|TERESAH
NVivo|keyword|grounded theory|TERESAH
NVivo|url|http://www.qsrinternational.com/products_nvivo.aspx|TERESAH
NVivo|standard|JPEG|TERESAH
NVivo|keyword|literature review|TERESAH
NVivo|keyword|mixed methods research|TERESAH
NVivo|standard|MPEG-1|TERESAH
NVivo|standard|MPEG-1 Audio Layer 3 (MP3)|TERESAH
NVivo|keyword|Multifunctional|TERESAH
NVivo|description|Nvivo is intended to be used for querying and analysing unstructured data of any kind. It organises work into projects and has a user-friendly interface based on Microsoft Office products. Users can import data in the most common document formats, such as Word, Excel and PDF, as well as sound and image files, web pages and common social media content. It is more suitable for analysing data in varied formats, particularly social media, than text mining per se.|HistoryOnline
NVivo|description|NVivo provides qualitative data analysis for documents, surveys, audio, and visuals.|BambooDirt
NVivo|keyword|Paid|TERESAH
NVivo|keyword|phenomenology|TERESAH
NVivo|creator|QSR International|TERESAH
NVivo|keyword|Qualitative analysis|TERESAH
NVivo|keyword|survey|TERESAH
NVivo|application-category|4_Analysis|TERESAH
NVivo|operating-system|Windows|TERESAH
Office 365|application-category|Collaboration|TERESAH
Office 365|application-category|Editing|TERESAH
Office 365|keyword|email|TERESAH
Office 365|url|http://www.office365.com/|TERESAH
Office 365|creator|Microsoft|TERESAH
Office 365|description|Microsoft Office 365 provides a cloud-hosted version of the Office suite. Different packages include different combinations of Microsoft Word, Microsoft Excel, Microsoft PowerPoint, Microsoft OneNote, Microsoft Exchange, Microsoft Sharepoint, and Microsoft Lync.|BambooDirt
Office 365|keyword|Paid|TERESAH
Office 365|operating-system|Web|TERESAH
OmniFocus|url|http://www.omnigroup.com/products/omnifocus/|TERESAH
OmniFocus|operating-system|iOS|TERESAH
OmniFocus|operating-system|iPad|TERESAH
OmniFocus|description|OmniFocus is task management software that can sync between Macs and iOS devices.|BambooDirt
OmniFocus|creator|Omnigroup|TERESAH
OmniFocus|keyword|Paid|TERESAH
OmniFocus|keyword|task management|TERESAH
OmniGraffle|url|http://www.omnigroup.com/products/omnigraffle/|TERESAH
OmniGraffle|description|OmniGraffle can help you make graphic documents quickly by keeping lines connected to shapes even when they're moved, providing powerful styling tools, importing and exporting Microsoft Visio files, and organizing diagrams with just one click.|BambooDirt
OmniGraffle|creator|Omnigroup|TERESAH
OmniGraffle|operating-system|osX|TERESAH
OmniGraffle|application-category|Visualization|TERESAH
OmniPage|keyword|2d scanning|TERESAH
OmniPage|keyword|2d scanning and photography|TERESAH
